idx,sentence,label
36366,"This is a great product, and the seller was very good too. I have used them to keep clean in a semi, but I'm about to have a surgery, and I know they will be helpful to me now. Thank you !",1
36367,"When it's working it's wonderful! However, after three short weeks, the bulb blew and now we are going to be two weeks without a television waiting for the repair. It's nice to have replacement, but who is going to pay for the loss of use and satellite fees in the interim!?",0
36368,"This knife should be a must-have item in every kitchen. It makes slicing, dicing, and cutting of any kind much easier. It has become the knife of choice for nearly every job in our kitchen.",1
36369,"It was required reading for me for intro to culinary careers. Since culinary arts, and specifically pastry, is my passion and mid-life career change, much of the book didn't help. Also, like another, I found the first part really boring (especially after having just finished Making of a Chef by M. Ruhlman). It's good if you think culinary is something you may want to do or if you are looking at the different schools and options other than formal school.",1
36370,"You can't play the game in Windows full-screen mode,(I played it on a new Windows 98) The graphics look like 1973 (if thay had games back in 1973)Buy The Tarzan Action Game Not This One",0
36371,"Legends never die. Apparently. And apparently Jim Kirk is still going strong. Directly after the events in Generations, and brought back to life, rebuilt by a deadly alliance of the Borg and Romulans, an amnaesiac Kirk is convinced he must destroy Jean Luc Picard. He subsequently sets out to find him, and battle ensues. Eventually, all is put well with the world, and Kirk, Spock and McCoy (at 145 years old!) are reunited, and team up with the crew of the Enterprise-D and take on the enemy that corrupted Kirk with an explosive conclusion.Read this novel. It is actually the second in the ""Oddessy"" trilogy, but the first one set in the ""Next Gen"" era, so in that sense it stands alone quite nicely, and is frankly incredible. I don't own my copy any more and frankly I miss it.",1
36372,These deadblow hammers smell something awful. They smell like rubber real loudly. The handles are hard on the hands but they are the right weight for little jobs.,0
36375,"i got this cd because it includes the song ""teeth of the jungle."" i've heard this song live several times and it's blown me away every time. ""don't be afraid"" is a good song, but it contains a lot of vocals, which i usually don't prefer in trance songs. there are 3 songs on this cd: a radio edit and ""club dub mix"" of ""don't be afraid"" and ""teeth..."" the only reason i gave it four stars (and not 5) is because of the vocals in ""don't be afraid"". terra ferma (also a member of Union Jack) has an unorthodox and distinguishable sound featuring many odd noises and sounds and brings them together to make unbelievable music. ""teeth..."" has a pounding beat (which at one brief point in the song becomes breakbeat) that makes you want to dance every time you hear it. this cd is worth buying solely for this song. trust me",1
36376,"The photo on Amazon isn't representative of the product I received. The frame is white, or an extremely light silver. I also bought a LaCrosse Technology WT-3122A 12-Inch Wood Atomic Analog Clock, which didn't match it's photo either, but at least I like it.",0
36378,"As another post stated, the switch has also failed me. It stays on a low setting and doesn't turn off using the switch. I have to pull the power cord to stop the motor. This thing is going back.Other than that, this blower is strong and does what it is supposed to do - except turn off.",0
36379,I am fortunate enough to have Lake Douglas as an instructor. He has forgotten more about landscape architecture than most people will ever know. I love going to his class because he has a genuine passion for the subject and almost limitless knowledge. Buy this book. You won't be disappointed.,1
36380,the story is col the plot is great and the environments are ... greatvery good graphicsvery good gameplaybut is too hard,1
36381,"One month ago (and even earlier) this set was selling for less than half ($41) this current price ($89). While it was a great series that I thoroughly enjoyed watching as a kid, my desire to finally buy it for Christmas has been completely eliminated by the equivalent of holiday induced price gouging. I'll wait till it goes back to a reasonable price. More than a little upset with Amazon over this one. Merry Chri$tma$.",0
36382,"It was an ""OK"" movie, but IF you want to compare it to the first one, you shouldn't. There was less action sequences than the first one, which kind of defeats the purpose of a sequel (shouldn't a sequel be better than the first?). Also, the storyline was also ""OK"", but very predictable in the outcome of the movie. I think the price I paid for the movie was way too much, it needs to be in one of those $6.99 bargin bins.",0
36383,Don't trust or even believe these 1 star reviews. This is an official Microsoft product and works like a charm. They have an ID10T issue with this product. I use this thing every other day and it has never failed me. It even supports multiple controllers if you so choose.,1
36384,"There is a learning curve to this filter and I suggest doing a little reading on infrared filters before you decide to pick on up. They are a lot of fun once you get the hang of them and you get some amazing effects.Be ready to use a tripod, this filter blocks a LOT of light. Start with a really slow shutter speed and work your way up. It's similar to shootingat night. I would give it a five, except for that learning curve.Animal Portraits With The Digital Photography Of John Crippen: Learning Photography With Animals",1
36386,"Well, what can you expect from a rambo movie.He is a one-man army,where he goes he wins the war. This cool guy(?) uses weapons that you see in the shooter games.He can drive every thing(chopper,tank...)and usually destroys them in the end.He drives a tank through a helicopter to down it(?).He throws arrows to shotdown choppers(?).You can see many weird and fun things in Rambo3.This movie is fun.",0
36387,"This performance of the Cello Suites is heavy-handed and lugubrious; there is nothing dance-like about it. Jaap ter Linden's very deliberate approach is effective in a few isolated movements, but generally dampens the spirit of the music.",0
36388,i was not impressed by this product at all. i thought since it was sony it would be good but clearly not.,0
36389,"My son was born 2weeks ago, prematurely,is still in the NICU,& unable to eat by mouth yet. So I appreciate the convenience of the bag - not needing to be near an outlet to use, the built-in thermal compartment to hold my milk,& storage for the parts of the pump.However,I find the pump itself absolutely frustrating. I hate that the suction cup, its shaft, & the bottles are frosted so you cant see if you're aligned properly or if you're even getting anything out.The handle swivels all around,so once you're actually aligned you lose the suction & have to start all over. After 8 months of a hard pregnancy, emergency c-section, & NICU trauma, you don't feel like fighting with a pump. You want to see what you're doing & see results.",0
36390,"I am a Brenda Joyce fan. But this is her one failure. I thought it was horrible and boring. Has anyone seen ""Random Hearts"" with Harrison Ford? Yeah, that's how this was. The story line was ok I guess, but the characters and the dialogue were all just so cliche and stupid. I hated it.",0
36391,"Honestly, folks, people would buy these sandals if you would give customers a chance to indicate the desired size!",0
36392,Bought this in October 2010. This week the male prong separated from the adapter and stayed stuck in the amplifier as it was pulled out(properly -that is held by the main body and not the cord). I would not recommend this item due to its poor manufacturing quality. Do not count on this item to be durable even if you take good care of your equipment.,0
36393,"Baby Love as the real supremes will sing... McDonalds is hiring..Stop In The Name Of LOVE milking the Supremes name .. The legendary Supremes' Diana Ross, Mary Wilson and Florence Ballard are in the Rock n Roll hall of fame. Shame on you for calling this CD after the last song Florence sang on. Relections of the way life USE to be ..get one. yes two of you ladies did sing with Mary Wilson, but darling this is certainly not Supremes Class or Quality. Diana is alive and we know Mary is alive.",0
36394,"This movie brutally ripped an hour and a half from my young life.It was a blatent rip off of the more imaginitive Scream.The killer was not at all scary and the hero/cadavers were very unlikable.Aside from the plot being very unworthy of a sequel,the kill-scenes were weak,uninspired,and far between.Wasn't the hook used in Candyman.............?",0
36395,"Since I was a kid I have loved eating at clam shacks and siimilar summertime places, so I was thrilled to read about Brooke Dojny's book, the New England Clam Shack Cookbook, in the New York Times. It's everything I need to pursue this delicious food. The author talks about clam shacks and lobster pounds from Maine to Connecticut and offers easy-sounding recipes for recreating the wonderful, simple food we all like so much. It's fun to read and I can't wait to cook from it (I already own Dojny's New England Cookbook, so I am sure these recipes will work just as perfectly as those!). Great book!",1
36396,"I absolutely LOVE this game and bought it assuming that it was the same as what my parents had. While the game and board themselves are exact, the pieces not only have sticker pictures (not imprinted), but you have to stick them on YOURSELF!!! It's not hard of course, but stupid, because one just doesn't think you actually have to put it together. Nor was that mentioned in the selling points. So while the game itself is the same great Stratego, look for an old copy, because it's much more worth while!",1
36397,"I've done yoga tapes where the emphasis is on toning up while you find...peace...but this really isn't, especially the A.M. tape. I think if you want to tone up, try a different tape, but if you just want to be a calmer person, then go with this one.",0
36398,Have a blu-ray player and new 1080p TV and it does not get any better than this! I purchased based on a recommendation from a friend - I am not really a nature person but my girlfriend is and I found myself sucked into the series! Be careful because once you start playing it you wont want to stop it!,1
36399,"Although I am a fan of Sarah's and of classical music in general, I was very disappointed with this CD. She sounds lovely, but it's boring! There are a few nice tracks, but for the most part it just doesn't hold my attention. The modern songs on the CD also aren't very good! She should stick to the dramatic songs, it's what she's best suited for.",0
36400,"I got this CD as a gift and was very excited. I am a big Bob fan and was anxious to pass it on to my newborn. This CD is what I assume will be played in the third ring of hell in my Dantes inferno. It is literally a muzak version of Bob Marleys most mainstream songs played on a xylophone. If that sounds pleasant to you, this CD is for you. I was looking for something with singing. I also have a CD called 'B is for Bob' and it is much better. The music has Bob singing over it and they include a children's chorus backing him up.",0
36401,"While this is cute and colorful, the toys are too out of reach to be useful. My daughter struggles to grab them and gets frustrated. I've resorted to attaching other toys for her to play with. Take a look at the user pictures, most of them don't even have the aquarium viewer attached, or the child is in a trance watching the bubbles. Find a bouncer that will challange your child as they grow and start grabbing.",0
36402,this game is kool.but the graphics [bad]!i like the blood the gore and the throwing people of the cliff into spikes.but the game is way 2 hard!...any ways it's worth ur money so go buy it...,1
36403,"Out of the box this item did not work. I returned for a refund, I went to NewEgg and bought another brand.This item was sold by and outside company NOT Amazon, also, there service was not good and I think this is an off shoreseller, when I called to report the item did not work the person I spoke to was no American very hard to understand. Watch out who you buy from with Amazon, I have started to move my business to other sellers.",0
36404,"I remember the David returned to his home town, Jeannette, Pennsylvania. We were all so happy to just see him and hug him. It was a joyous time because he was with us and a sad time because of all he had experienced. His book is just that, joyous and sad. It also deeply movitaional in a manner that will reach and help anyone who reads it. David is my cousin but I know I would feel this way about the book if I did not know him. He has found a way to share his experiences with humor and honor. ""The Ways We Choose"" will enable anyone with trials look at them in a different way. Thank you, David, for sharing your strength and faith with us.",1
36405,"I teach a Sunday School class for teenagers from ages 13 to 19, which is challenging because it is so hard to find material of interest to a group with such a wide range of ages. This book worked beautifully for us. There is a good balance of humor and seriousness in it and the personal life stories are interesting enough to keep teens awake early on a Sunday morning. It also required little time on my part to prepare for each week's lesson.",1
36406,"WOW!Everything on this record kills everyone (save for track #6, which has a terribly muddy production) If you don't buy this record, you are already in the grave!",1
36407,"Wow...Based on the reviews I thought this would be a good movie, perhaps a great movie. Folks it isn't. It's like taking a trip to the dump, garbage in every direction. Unbelievably gross and repugnant human beings. Foul language abounds as do hateful people without morals or values. I didn't even make it to the half-way point of this film yet the extreme bad vibrations stayed with me for a good long while afterwards. Do yourself a favor, stay away from this cesspool.",0
36408,"We received this mobile off of our registry. It is cute and sturdy. However being first time parents we were unaware that it's unsafe to allow baby to ride in the car with the handle of the infant seat in the upright position. We registered for this thinking it would entertain our daughter in the car, however since it hooks onto the handle we can't use it in the car. We have used it all of 3 times when we had her in her travel system walking. She didn't care for it because she either wanted to see us or things around her. She is now 4 1/2 months old and we will never use this again. Truly a waste of money in our opinion.",0
36409,"I bought this Werner 22' telescoping ladder on a Lightning Deal recently. I was a bit afraid of its weight -- other people had commented that it's just too heavy to move around. However, I'm a 57-year-old couch potato woman, and I had no problem schlepping this ladder around. Set-up is a breeze. I did take a couple of minutes to see how to extend the ladder parts and lock them safely - that was 120 seconds well spent. I feel very stable and secure when I'm on the ladder. I plan on ditching my others and just keeping this one around. It also takes up very little space in the garage. I love it!",1
36410,"Too bad you can't return movies. I bought the re-released Blu Ray of MI-1, and the transfer is simply not the crystal clear Blu ray picture i was expecting. I swear my VHS copy of the movie is clearer.",0
36412,"It seems like there have been quite a few 1-star reviews of late, and I just wanted to add mine to the mix. I've always hated this album, and every time I've been forced to listen to it, or pretend that I'm impressed that other people know about it, it kills me inside. This CD represents everything wrong with experimental music - it's indulgent, pretentious, and worst of all: false. This album is a lie, and all of the stories floating around about Beefheart's true musical skill or amazing, detailed work on this album are just canards. Don't let the truth be obfuscated by a string of poorly thought out 5-star reviews. This was a pile of garbage, thrown together without care, and unleashed on a stupid public. I can't think of anything more offensive than the gall of Mr. Van Vliet to expect people to put up with stuff like this. What's worse are the buffoons who fell for it. Don't be one yourself.",0
36413,This book kept my interest and the plot seemed realistic. I like this writer and will read her entire series.,1
36414,"I recommend this book to anyone that likes sports and has a tough time reading. They will really enjoy this book. This book is a good book because the words are descriptive and it's easy to comprehend, and the details that the author has given us in the book make us feel that we're the character. ""The bike bucked and bounced, and a couple of times it skidded to the side to much that I almost lost my balance and fell. But I managed to keep it upright, using my feet to balance it when I felt it leaning over too far."" Another great thing about this book is how there are a couple of pictures and that makes me visualize where the character is in the book. One of the pictures shows Ron on his dirt bike and he's in the air after jumping the ramp, Ron said "" You're not going to stop me, no matter what you do!"" If you like sports and you have a tough time reading, this is the book for you.",1
36416,"Installed this on my 2002 Chevrolet Avalanche along with new plugs and wires and my mileage increased by 2 mpg. The fuel filter was very easy to change. Even considering the first one was on for 90,000 miles.",1
36417,I felt this man's dislike of the medical field from page one and I will not allow another's negative and personal feelings challenge my success. Thank goodness I did treatment!,0
36418,"I bought this product for my almost-seven-year-old grandson for Christmas. His mother reports that the thing works great -- really takes off and flies loops and dips and soars just like he was hoping. However, be forewarned: it requires lots of wide open space because you have no control over it once it's launched. He spent Christmas in Hawaii where the flyer got caught in the top of a palm tree on one of its early flights. They had to call someone in to retrieve it. So consider whether you have a big open field somewhere nearby before you buy this product. If you do, it's a wonderful toy.",1
36419,"I haven't played this game since I was a kid, and I remember not being very good, but now my husband and I can play together and tell stories about when we where kids and trying to get the game right! We didn't meet each other until our early 20's so... Parappa the Rapper is just another thing we can bond with. I do recommend the game, it is just challenging enough and nostalgic for most of us. If you're a kid, I'd say get it, it's hilarious. :D",1
36420,"Gray is a charlatan at best, a caveman at worst. This take on gender relations is insulting to men, women, and aliens",0
36421,"I bought this jewelry box for my 3 year old daughter who is amassing a large collection of play jewelry. As of now I have it all in a random box just to keep it all together. Having had one of these jewelry boxes as a little girl, I thought my daughter should have one too. I know she will love it because it's silvery outside with pink inside and it's cute and girly and has fairies all over it. She will also get a kick out of the music and twirling dancer. The jewelry box is sturdy and very cute. I got it very securely packaged and it is in perfect condition, ready for me to wrap for Christmas. Very happy with my purchase - it was a good price too! Thank you!",1
36422,"We bought this feeder because it said it would also keep squirrels and nusiance birds (grackles, etc.) from eating al the feed. Well...it took the grackles about two days to figure it out and now they empty it in about an hour, even after removing all the counter weights. If you only have squirrel problems, this feeder works great. If you also have grackle and jay problems, forget it...get something cheaper.",0
36423,"Ohio guitarist Sonny Moorman shines on this top notch collection of blues and bars rock numbers that pretty much covers the bases from slow, mean blues to rapid-fire riffs to rockabilly tinged tunes.He mines quite a bit of rock history here, showing great taste in his influences: early Fleetwood Mac (during the Peter Green days), Rory Gallagher, Clapton (way back when), Mayall, ZZ Top, and Robin Trower all come to mind.Throughout, Mr. Moorman's energy is undiminished, and if one wants to argue that his sound is a bit raw, I'll take the spirit and fire here anyway over the polished pabulum the record companies try to force feed us.One wonders why Mr. Moorman has not achieved greater recognition given the void still left from Stevie Ray's untimely passage.Give this one a listen and play it loud.",1
36424,We use these very often. They make nice crispy salad bowls with no frying or grease. We use the fat-free tortillas and enjoy a healthy meal. They are very durable and clean up is quick. We have since bought some to give as gifts.,1
36425,"I owned this on vinyl...but bought the CD after seeing the reunion tour. It doesn't get much better than this. Simply put -- a classic, all-out rock and roll album. Makes it clear, they were destined to be huge.",1
36426,"As a fashion publicist, I found this read hysterical, entertaining, useful, fun, and long to meet and have a ton of martinis with these two great writers! This industry is pure entertainment and Ms. de la Cruz and Ms. Robinovitz capture the robust fun while poking fun at themselves and not taking themselves too seriously which is necessary in the NYC fashion world! 20 gold stars to both of them for making me laugh out loud at all their antics! Congratulations!!!! A MUST buy for anyone interested in laughing, NYC, parties and fashion!",1
36429,or Monica Hellwig'sComparably priced with a true and comprehensive view of our Church.,0
36430,"This wonderful parody of ""Listening to Prozac"" will have you laughing out loud! Dr. Winnicat, a cat psychiatrist (that is, a feline psychiatrist, not a human one) tells anecdotes about his ""patients"" and his therapeutic use of catnip to treat their neuroses. He uses all the standard psychiatric jargon (including witty scholarly footnotes), but manages to sound just like a cat at the same time. The stories about his various patients are wonderful, and he reveals a little-known fact about cats: they know how to use e-mail",1
36431,"What makes it great is the collaboration with a variety of rock/folk/blues musicians. Also, Sonny and Brownie are treated to a very professional back up band, which gives them a much fuller sound than usual. For what its worth, the songs on this album are what inspired a friend and myself to break out our dusty guitars and (try to) play the blues.",1
36432,"I Like Being Me: Poems for Children About Feeling Special, Appreciating Others, and Getting AlongA wonderful book which you should present to your children, grandchildren, sisters , brothers........all your friendsand relatives. It encourages children and grown-ups to talk , discuss and write about their feelings, strengths,problems and it gives you a sense of being unique as well as being part of a group.I also want to recommend it to teachers to use it in class, for children whose mother tongue is English and for pupils all around the world , who learn English as their second language at school. Being me, discovering me, finding out about mysocial and creative abilities, finding my position in this world, learning to be self confident..........This book offers apossibility to do something about it.",1
36433,"I have used my grill pan twice. Once with marinade and once with dry seasoning. I sprayed a healthy dose of PAM in pan to reduce sticking and though my steaks were very thick there was very little sticking except for the very end. To clean the food/marinade/grease that was stuck to the pan I filled it with super hot water and soap and let it sit on counter for a day. Most of the baked on stuff was gone except for a little bit here and there so I took a small dish scrub and got the rest off. I have not experienced any rusting however, if that's a fear you can always fill the bottom a pan with water the place on stove top to boil...once done and cooled you should be able to get the food off.",1
36434,"I purchased this cd about a month ago, have played it many times and just love it.The writing is extraordinary throughout the entire album, production quality is first-rate, and the vocal ability of this group is the best I've heard in Gospel in many years. I have played this album for friends and family alike (believers and non-believers), and everyone has been ""blown away"", with it's quality.",1
36435,"This book has been a joy to read--highly entertaining! I have also found it to accurately depict the English, having studied abroad. An amazing find!",1
36436,"So as you may or may not know by now, Andrew W.K. doesn't have the most complex lyrics around, but for his style of music, it doesn't really matter. The only thing you need to think about when listening to him is that ""It's time to paaaarty!"". So yes, every song is an anthem about feeling good and partying hard. And it's all done to the music of simple but awesome keyboard melodies, frenzies guitar chords, stadium rock drums and masculine vocals. From the playfulness of the opener ""It's Time To Party"", to the blazing opening guitar solo in ""She Is Beautiful"", this album is a great summer party album! It's all melodic hard rock with lots of energy and fun, and to me, that beats out a double-meaning political song anyday, even though I'm quite the Liberal, but whatever. Get it, rock out, and, like Andrew W.K. would put it, party till you puke! Thanks for the time, and peace.",1
36437,"If you are looking for a very general idea of what these markets are like with nice pictures, then this is a good book. However I would recommend noting that the publication date was 1999, so the information in it is likely to be accurate on a macro scale only. I'm sure that there are similar vendors to those described in each market, but unlikely to be the same ones listed in here. The book does note that it is only accurate in describing fall 1998's vendors and may not be accurate at any point beyond that.",1
36439,This guy talks like a moron and goes on insane digressions. He seems like a hillbilly more than anything. He made very few interesting points about Nietzsche. Waste of time.,0
36440,"I bought several of these to share with friends, since the shipping cost for just one or two is prohibitive. I tried it eagerly on a new CD, running it along the edges -- only to find that it barely creased the wrapper. It did nothing at all for the security tape. This is a complete and total waste of money.",0
36441,"This is first one I own, so I don't have a comparsion to other bluetooth phone headsets. However, I do have like/dislike for this unit, I can share.Like:- Comfortable.- Light weight.- Easy to carry.- Good voice quality.- Easy to charge with chargers provided.- Different ear tip sizes provided.Dislike:- The soft gel ear tips seems to fall off the headset very easily.- Product package has a claims to work with ""all"" bluetooth phone, but I have trouble sync it with a phone from Samsung (this phone didn't show up in their device compatible list).",1
36442,"Ok for the first ten months ,it works good after 10 months battery started to die and on the 13th month is totally dead and guess how much is the replacemnt battery? 150 dollars plus shipping....so prepare yourself for spending an extra 160 bucks every year ....just for the battery...",0
36443,"Espoma's compost starter is still displayed and sold prominently on MANY online sites as a 4 pound bag called ""Bio-Excelerator"". However, the manufacturer stopped producing and shipping this size months ago. The product has been downsized to a 3.5 pound bag and it's name has been changed from ""Bio-Excelerator"" to ""Compost Starter"".In the case of my order, even though I ordered the 4 lb. ""Bio-Excelerator"", what was actually shipped was the 3.5 lb ""Compost Starter"".Although Espoma tells me that there may be remaining inventory of the 4 lb bags out there, I suspect that since the product itself hasn't changed, that many vendors are just shipping the new 3.5 lb bags but have not updated their Amazon pages to reflect the name/size change.",0
36444,These headphones have excellent sound quality and are great for listening to TV especially if you are hard of hearing. The only negative is that is somewhat difficult to properly set the headphones properly in the charging cradle>,1
36446,i bought the wave about 1 week ago and I got the hang off it in 3 days now I master the wave drill and high speed turns its worth your money(Im 10 years old),1
36447,"I rated the original release of this CD five stars, BUT...reissuing with Robbie William's ""Angels""?? She doesn't have the vocal chops or musical understanding to do that song. That is the song I chose to remember my grandmother by and she has smeared that song. Her breathy and whispy attempts to put emotion in it are a musical train wreck.Bottom line: Jessica should be assassinated for this reissue. You can't get much lower on the greed scale than this.",0
36448,The speaker is not good with voices the children sound old. He is not a good story teller...or reader. Try someone else.,0
36449,"I started playing paintball about 6 months ago and was getting sick of getting nailed repeatedly in the chest and back during woodsball games, so I decided to get a vest that offered many places to put things and padding as well. Man am I glad I invested in this. There are many pockets/places to put anything, and as for the padding, I have been shot multiple times at once in the back/chest and had to have a ref tell me I was hit because I didn't feel a thing!The only downside is that whenever my friends or myself wear this type of vest, it pulls up to where the front of it is up against the front of your neck. It doesn't hurt, it just feels very awkward. There are probably ways to fix this but I have yet to find one.Overall: Great Buy",1
36450,"Here is the track listing: (FOR SURE!)1. Lucky (Album Version)2. Lucky (Jack D. Elliot Radio Mix)3. Heart4. Oops! I Did It Again (Jack D. Elliot Club Mix)This has the same cover picture as on the other ""Lucky"" singles. 4 tracks total housed in a slimline jewel case. Another must have for any Britney Fan!",1
36451,"I had seen the episodes already on the BBC when they aired originally, but it was great to see what had been cut. I would highly recommend this, especially the episode ""The Doctor's Wife""--written by Neil Gaiman and everything I think of when I think of Doctor Who.",1
36452,"Bought this book for my dad, he LOVES corvettes and has 2... he was very happy with this book!",1
36454,Simply put: Bravo!! The dedication and love are obvious in thiswork. The book is also quite a bargain at the stated price of $20.00; I believe that this was done to further promote the arts at the author's sacrifice. Bravo!!,1
36455,"This book isn't Wright's best, and pales a little after the volumes collected in Negative Blue. That it's still very, very good--perhaps the best book from any of the older generation SINCE Negative Blue--is a testament to Wright's power. I reccomend this book highly, but don't fail to read the rest of his books.",1
36457,This is a great inspirational book. I am finding out how to pray for the prodigals in my life and to have God's hope in them returning to him.,1
36458,This is a great watch. It has a nice simple face which is easy to read and the band is comfortable.,1
36459,"I just got my tickets today to see them live next month and I didn't have this release yet...I know, I'm late. I have all of there stuff on cd and it's pretty good, different style of blackness but Ordo Ad Chao sounds so bad I'm taking it back. Real bad. I hope the live showing is better...???",0
36460,"this is a waste of money, I've thrown mine in the trash. The over the head, wrap around idea is really stupid (think using this in a car, i.e. your phone rings and you reach for your headset, etc.). The earpieces don't stay in your ears, and finally, the person on the other side of the line can't really hear you. Don't waste your money.",0
36461,It works great for my quesadillas and pizzas. The handle is very nice and it cuts very well - Yeah!,1
36462,I am sorry Smallville but all those touching moments don't make up for you having some terrible writers most of the time. So yeah this episode has a moment in the end but yeah its also not worth watching. Just move on to the next.,0
36463,"I bought a number of these Voice Software packages before, and was disappointed. They were more hassle than they were worth. This one is the real deal. It is a very helpful tool. The accuracy is amazing, the microphone is more discriminating (other mikes would mistake breathing for talking), and it has a big vocabulary. A bonus is that it's up to date on culture and current events. It knows who Osama bin Laden, Senator Joe Lieberman, Arnold Schwarzenegger, and Bruce Springsteen are.",1
36464,"I love this story about a boy who wants to be just like his papa. This was the perfect finishing touch to my son's 1 year ""little man"" themed birthday party. We left the book out on a table for all the guests to write notes and well wishes in. I hope this will be a cherished new tradition for our family!",1
36465,"the laceless design give you a loose fit,but it gives you wierd ball feeling,and it is really hard to get your feet into it without the lace. i won't buy another one.",0
36466,"I have put up with many games long enough to beat them. I put up with Pikmin for god's sake. This game starts out great. You get to create your character from a choice of many sweet looking aliens. I thought to myself ""wow, this should be a cool game."" Was I wrong. AI is horrible. At times I wanted to fire a giant laser into my own team. Knock some sense into them by eliminating a few of their friends. But this didn't work. This game is so bad, I only played an hour, in which all I did was create characters. pPretty pathetic, yes? I wouldn't recommend this game to anyone.",0
36467,"Acts Of Love is author and poet Edgar Gabriel Silex's most recent compilation and perfectly showcases his impressive gift with language in an almost ""stream of consciousness"" verse that can unflinching reveal the problematic side of human relationships and the obtainable necessity of emotional healing and the salvational hope of enduring love. Girl on the Threshold: she is sitting on the threshold/outside the blue doors to her house/wearing Love's red dress/bright and vibrating heart-red/against a big blue sky of doors/the bombs have been falling all night/shots can be heard everywhere/how long has she been waiting there/for her father the civil officers/who went out to defend their home/her gaze is fixed down the street/toward the way he always returns/how long will she be waiting there/pensively sucking on her thumb",1
36468,"The legendary F 104 is described by the famous Lou Drendel. Many pictures in action, mostly in the 60's, show us the Starfighter all around the world. Great Squadron Signal.",1
36469,I read this book to complete the trilogy . Started with the brotherhood of the rose. I'm a big action adventure spy reader. The book did not disappoint. He did irritate me some in the middle with the main chacarter double guessing his double guessing... Thought it bogged down the story some. Reminded me of filler material. Overall I enjoyed the book and would not hesitate to recommend it.,1
36470,It worked for less than 4 minutes and now its dead after chargeing it over night it worked for 1 more minuet so i figure thats $10.00 per minuet i could of paid a cleaning lady for that.,0
36471,"This workout video was very frustrating. The point of having a workout with baby video is to workout with baby! The tape starts with a warm-up that doesn't include baby. If I had the time to workout without baby I would of bought another video! Also, your baby must not be mobile! My daughter is 9 months old and doesn't sit still long enough to make many of the exercises possible. The biggest dissappointment was that I could not return the video once it was opened!",0
36472,"This is *the* book for a thorough account of the political and social climate in Egypt during the second intermediate period. It is the first study to supplant von Beckerath's ""Untersuchungen zur politsche Geschicte der Zweiten Zwischenzeit in Agypten"" and takes into account virtually all of the evidence to come to light in the 33 years since von B's seminal work. My only complaint is that it does not treat any of the Nubian textual material which, although scant, does offer some worthwhile insight into the period. But, what can you do? The price is a bit on the steep side... which will probably preclude the non-specialist from picking it up. However, for the student of Egyptology, this is definitely a must-have for your reference shelf (assuming, of course, you don't have access to a good Egyptian-focused library)",1
36473,"Great fabric choices, modern, fun and colorful. I don't care for a lot of the fabric patterns used for baby items, especially ones that essentially become part of your decor.I was disapointed they used white fabric for the back of the seat reducer . . . it's not too noticable when it is on the highchair but would look better in a color that coordinates with the front fabric. The cushion is nice a thick and provides good padding to protect baby from the hard wood surface. Good quality overall.",1
36474,Finally! Wendy has cleared away all the confusion about internet marketing in a clear easy to understand format. What a tremendous help! Thanks to Wendy.,1
36475,"I am an M.D. and an allergy sufferer. Anyone using nasal sprays like this should know that there are reports of anosmia (loss of smell) with topical zinc-containing nasal products. This includes Zicam spray. The loss of smell can be PERMANENT, and would surely result in a loss of taste as well. I'll be trying out the ""Super strength"" Sinufix, which appears to not have zinc as an ingredient.NaturalCare Super Strength SinuFix Nasal Decongestant Mist, .5-Ounce Bottles (Pack of 2)",0
36476,"The Blobbies is a great concept. It bridges the gap between dull children's books and cool science fiction comic books. This book gets my kids imagination roaring. We've spent hours identifying ourselves with the characters and their unique personality colors. The Blobbies can truly morph into the mind of the observer. The Blobbie song (one of the many things included on the CD) also has a way of creeping into your mind when you least expect it. Watch out, they're addictive.",1
36477,Super glad to have picked up my second Daft Punk album! This is nothing short of amazing. And nothing beats a freshly sealed vinyl waiting for you when you get home!,1
36480,As you can tell everyone loves this swing. I'd agree with everything they are saying. It does move a little too fast for a baby under 9lbs or so. But once they are over that hump it is fine. My son loves the mirror up above him. He likes to coo at himself and stare up at the mobile. We always say his talking to his peeps! The biggest thing I want to hit on that others don't talk much about is the batteries. I was quite concerned about how many D batteries I need to keep on hand. But you can imagine my amazement to find that I didn't change the batteries at all for first 6 WEEKS that we used it! There are signs that the batteries are wearing down too - the music starts to sound all distorted for the last couple hours of use before it dies all together. Overall we are VERY happy with this unit!,1
36481,"If ever there was a book that answered a crying need, it must be Way out there in the Blue. With meticulous research and a touch of psychoanalysis, Fitzgerald disects Reagan's billion dollar initiative -- which most physicists (with the exception of Edward Teller)found unworkable. Along the way, Fitzgerald sheds light on Reagan's enigmatic personality and shows how his experiences and his acting career made him susceptible to proposing the defense shield. A truly superb work, this book will persist over time as the definitive account of the SDI. Note: For another good description of the issues underlying SDI, see Edmund Morris's Dutch.",1
36482,"Gilbert Morris has taken an interesting turn in this series by taking several of his characters to Africa as missionaries. I found the plot interesting and the characters realistic enough to even be mad at them when they were hard headed. It had new experiences and was well done. I recommend starting somewhere earlier in the series, but this is one of those books that you can pick up without reading the prequels and still get stuff out of it. Well done again Mr. Morris!",1
36483,I bought this for my daughter's house warming gift and she was in heaven! Now she finally decides she likes to bake!,1
36484,"If you can deal with a cord, you can't do better than this drill. It's very impressive. Amazon is selling them a little high, so check around. I got mine on ebay for $80 brand new.",1
